model_name	model_type	Seed	Window	gene	enhancers_per_gene	enhancers_called_on	Percentage_overlap	Percentage_overlap_50	Percentage_overlap_90	Percentage_off_target
All_Data_Test	Unbalanced	Twi14	500	eve	14	5.7	0	0	0	100
All_Data_Test	Unbalanced	Dl09	1000	sna	6	4.3	0	0	0	100
All_Data_Test	Unbalanced	Zld	2000	hb	6	3.4	30.8333333333	30.8333333333	30.8333333333	69.1666666667
Dl15_train_cons_Test	Balanced	Zld	500	vnd	7	2.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	500	rho	4	2.9	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1000	eve	10	6	33.3333333333	33.3333333333	33.3333333333	66.6666666667
Dl15_train_cons_Test	Balanced	Dl15	1500	brk	4	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Dl15	1000	rho	2	1	100	100	100	0
Dl15_train_cons_Test	Balanced	Dl15	500	vnd	2	2	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	2000	brk	4	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Dl09	500	sna	6	3.4	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1500	sna	8	4.6	22.1666666667	22.1666666667	22.1666666667	77.8333333333
Dl15_train_cons_Test	Balanced	Dl09	2000	hb	9	2.9	30	30	30	70
Dl15_train_cons_Test	Balanced	Dl09	500	hb	9	2.7	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	2000	rho	6	3.3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1000	sog	3	3	66.6666666667	66.6666666667	66.6666666667	33.3333333333
Dl15_train_cons_Test	Balanced	Zld	1000	Kr	10	2.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1500	Kr	10	1.5	78.3333333333	78.3333333333	78.3333333333	21.6666666667
Dl15_train_cons_Test	Balanced	Dl15	500	Kr	4	3.9	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	1000	vnd	2	0.6	0	0	0	60
Dl15_train_cons_Test	Balanced	Twi14	1000	vnd	8	2.2	46.6666666667	46.6666666667	46.6666666667	53.3333333333
Dl15_train_cons_Test	Balanced	Twi14	1500	brk	9	2.5	41.6666666667	41.6666666667	41.6666666667	58.3333333333
Dl15_train_cons_Test	Balanced	Dl09	1500	vnd	2	0.6	0	0	0	60
Dl15_train_cons_Test	Balanced	Dl15	1500	hb	2	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Dl09	500	Kni	3	1	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	500	Kni	4	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	500	sog	3	2.8	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	1000	Kr	2	1.4	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	2000	sog	2	1.9	55	55	55	45
Dl15_train_cons_Test	Balanced	Twi14	500	vnd	8	2.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1500	sog	3	3	66.6666666667	66.6666666667	66.6666666667	33.3333333333
Dl15_train_cons_Test	Balanced	Twi14	1500	Kni	5	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1000	hb	12	3.1	32.5	32.5	32.5	67.5
Dl15_train_cons_Test	Balanced	Twi14	1500	eve	7	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1000	sna	9	4.9	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1500	hb	6	2.2	46.6666666667	46.6666666667	46.6666666667	53.3333333333
Dl15_train_cons_Test	Balanced	Zld	1000	sna	8	4.6	22.1666666667	22.1666666667	22.1666666667	77.8333333333
Dl15_train_cons_Test	Balanced	Dl15	1500	sog	3	2	100	100	100	0
Dl15_train_cons_Test	Balanced	Zld	2000	vnd	4	1.2	90	90	90	10
Dl15_train_cons_Test	Balanced	Dl09	1500	Kr	7	1.5	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	1500	Kni	4	3.4	30	30	30	70
Dl15_train_cons_Test	Balanced	Zld	500	sna	9	4.8	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	1000	sog	3	2	100	100	100	0
Dl15_train_cons_Test	Balanced	Dl15	1000	eve	5	4	75	75	75	25
Dl15_train_cons_Test	Balanced	Dl09	1000	eve	4	1.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1000	Kr	12	2.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	2000	sog	3	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Dl09	2000	vnd	2	0.6	0	0	0	60
Dl15_train_cons_Test	Balanced	Dl15	1000	brk	5	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	500	hb	14	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	1500	eve	4	1.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	1500	Kr	2	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Zld	1000	rho	7	3.1	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	1500	hb	6	2.1	48.3333333333	48.3333333333	48.3333333333	51.6666666667
Dl15_train_cons_Test	Balanced	Twi14	2000	vnd	5	2	100	100	100	0
Dl15_train_cons_Test	Balanced	Dl09	500	vnd	2	0.6	0	0	0	60
Dl15_train_cons_Test	Balanced	Twi14	500	brk	14	3.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	1500	Kr	10	2.2	46.6666666667	46.6666666667	46.6666666667	53.3333333333
Dl15_train_cons_Test	Balanced	Dl09	1000	rho	6	3.3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1000	rho	4	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1500	vnd	7	2.2	46.6666666667	46.6666666667	46.6666666667	53.3333333333
Dl15_train_cons_Test	Balanced	Dl09	1000	hb	9	2.8	31.6666666667	31.6666666667	31.6666666667	68.3333333333
Dl15_train_cons_Test	Balanced	Dl09	500	sog	3	2	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	1000	vnd	6	2.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	1000	Kr	7	1.7	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1000	Kni	5	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1000	brk	11	3.5	29.1666666667	29.1666666667	29.1666666667	70.8333333333
Dl15_train_cons_Test	Balanced	Zld	2000	eve	6	4	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	1500	Kni	4	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
Dl15_train_cons_Test	Balanced	Dl15	1000	Kni	4	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	500	sog	4	2.8	36.6666666667	36.6666666667	36.6666666667	63.3333333333
Dl15_train_cons_Test	Balanced	Dl09	1500	hb	9	2.9	30	30	30	70
Dl15_train_cons_Test	Balanced	Zld	2000	Kr	10	2.4	90	90	90	10
Dl15_train_cons_Test	Balanced	Zld	1000	sog	4	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
Dl15_train_cons_Test	Balanced	Dl09	2000	Kr	7	1.5	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	2000	sna	8	4.5	45	45	45	55
Dl15_train_cons_Test	Balanced	Twi14	2000	brk	7	2.1	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	500	Kr	13	2.5	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	2000	sog	3	2.3	90	90	90	10
Dl15_train_cons_Test	Balanced	Twi14	2000	eve	6	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
Dl15_train_cons_Test	Balanced	Zld	2000	rho	6	3.3	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	1500	rho	7	3.2	31.6666666667	31.6666666667	31.6666666667	68.3333333333
Dl15_train_cons_Test	Balanced	Dl15	2000	rho	1	1	100	100	100	0
Dl15_train_cons_Test	Balanced	Dl09	1500	rho	6	3.3	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	1500	sna	6	3.5	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	1500	rho	2	1	100	100	100	0
Dl15_train_cons_Test	Balanced	Dl09	2000	brk	6	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
Dl15_train_cons_Test	Balanced	Zld	500	Kni	5	4	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	1500	vnd	2	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Zld	2000	Kni	3	2	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	2000	eve	4	1.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	500	sog	3	2	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	500	rho	8	3.5	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	500	brk	5	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	1500	vnd	5	2.3	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	1000	hb	6	2.1	48.3333333333	48.3333333333	48.3333333333	51.6666666667
Dl15_train_cons_Test	Balanced	Zld	1000	Kni	4	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	2000	rho	3	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	500	brk	6	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	1500	sog	3	2.5	41.6666666667	41.6666666667	41.6666666667	58.3333333333
Dl15_train_cons_Test	Balanced	Zld	500	brk	9	2.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	500	Kni	5	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	1000	hb	4	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
Dl15_train_cons_Test	Balanced	Dl15	2000	Kni	3	2.9	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	1500	brk	6	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	2000	Kni	4	2	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	2000	vnd	2	2	100	100	100	0
Dl15_train_cons_Test	Balanced	Dl15	1000	vnd	2	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Dl09	2000	Kni	3	1	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	500	eve	4	1.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	500	rho	6	3.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	2000	Kr	9	1.7	75.8333333333	75.8333333333	75.8333333333	24.1666666667
Dl15_train_cons_Test	Balanced	Dl15	500	hb	4	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	2000	sna	6	4.5	45	45	45	55
Dl15_train_cons_Test	Balanced	Zld	500	Kr	10	2.1	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	500	sna	12	5.9	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	1500	sog	3	2.9	35	35	35	65
Dl15_train_cons_Test	Balanced	Dl09	500	Kr	7	1.6	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	1000	brk	6	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	1500	sna	6	4.4	23	23	23	77
Dl15_train_cons_Test	Balanced	Zld	1500	brk	8	3.4	30	30	30	70
Dl15_train_cons_Test	Balanced	Zld	1500	eve	7	4	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	500	rho	2	1	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	1000	eve	8	4.1	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	2000	hb	5	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Dl15	500	eve	6	5	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	1000	Kni	3	1	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	1500	rho	4	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
Dl15_train_cons_Test	Balanced	Dl09	1000	sog	3	2.4	43.3333333333	43.3333333333	43.3333333333	56.6666666667
Dl15_train_cons_Test	Balanced	Dl15	2000	eve	3	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Dl15	2000	hb	2	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Zld	1000	brk	8	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Dl15	1500	eve	5	4	75	75	75	25
Dl15_train_cons_Test	Balanced	Twi14	2000	sna	8	4.5	45	45	45	55
Dl15_train_cons_Test	Balanced	Zld	500	eve	9	4.3	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	2000	sog	3	2.3	45	45	45	55
Dl15_train_cons_Test	Balanced	Dl09	2000	sna	6	3.5	29.5	29.5	29.5	70.5
Dl15_train_cons_Test	Balanced	Zld	1500	sna	8	4.5	45.3333333333	45.3333333333	45.3333333333	54.6666666667
Dl15_train_cons_Test	Balanced	Dl09	1500	Kni	3	1	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	500	hb	7	3	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	2000	brk	7	3	66.6666666667	66.6666666667	66.6666666667	33.3333333333
Dl15_train_cons_Test	Balanced	Dl15	2000	Kr	2	2	50	50	50	50
Dl15_train_cons_Test	Balanced	Dl15	500	sna	8	4.2	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl15	1000	sna	6	4.5	0	0	0	100
Dl15_train_cons_Test	Balanced	Twi14	500	eve	14	7.8	0	0	0	100
Dl15_train_cons_Test	Balanced	Dl09	1000	sna	6	3.6	0	0	0	100
Dl15_train_cons_Test	Balanced	Zld	2000	hb	6	2.1	48.3333333333	48.3333333333	48.3333333333	51.6666666667
H3K4me1_train_all_Test	Unbalanced	Zld	500	vnd	7	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	500	rho	4	0.7	0	0	0	70
H3K4me1_train_all_Test	Unbalanced	Twi14	1000	eve	10	4.5	38	38	38	62
H3K4me1_train_all_Test	Unbalanced	Dl15	1500	brk	4	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Dl15	1000	rho	2	0.9	90	90	90	0
H3K4me1_train_all_Test	Unbalanced	Dl15	500	vnd	2	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	2000	brk	4	1.9	45	45	45	55
H3K4me1_train_all_Test	Unbalanced	Dl09	500	sna	6	2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1500	sna	8	2.6	40	40	40	60
H3K4me1_train_all_Test	Unbalanced	Dl09	2000	hb	9	2.8	36.6666666667	36.6666666667	36.6666666667	63.3333333333
H3K4me1_train_all_Test	Unbalanced	Dl09	500	hb	9	2.5	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	2000	rho	6	1.2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1000	sog	3	2.3	90	90	90	10
H3K4me1_train_all_Test	Unbalanced	Zld	1000	Kr	10	2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1500	Kr	10	1.1	95	95	95	5
H3K4me1_train_all_Test	Unbalanced	Dl15	500	Kr	4	3.2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	1000	vnd	2	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1000	vnd	8	1	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Twi14	1500	brk	9	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Dl09	1500	vnd	2	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1500	hb	2	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Dl09	500	Kni	3	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	500	Kni	4	2.7	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	500	sog	3	2.5	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1000	Kr	2	1.1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	2000	sog	2	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Twi14	500	vnd	8	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1500	sog	3	2.3	90	90	90	10
H3K4me1_train_all_Test	Unbalanced	Twi14	1500	Kni	5	2.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1000	hb	12	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
H3K4me1_train_all_Test	Unbalanced	Twi14	1500	eve	7	2.4	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1000	sna	9	2.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1500	hb	6	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Zld	1000	sna	8	2.1	48.3333333333	48.3333333333	48.3333333333	51.6666666667
H3K4me1_train_all_Test	Unbalanced	Dl15	1500	sog	3	2	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Zld	2000	vnd	4	0	0	0	0	0
H3K4me1_train_all_Test	Unbalanced	Dl09	1500	Kr	7	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1500	Kni	4	2.6	40	40	40	60
H3K4me1_train_all_Test	Unbalanced	Zld	500	sna	9	2.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1000	sog	3	2	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Dl15	1000	eve	5	3.8	72.5	72.5	72.5	27.5
H3K4me1_train_all_Test	Unbalanced	Dl09	1000	eve	4	1.4	0	0	0	90
H3K4me1_train_all_Test	Unbalanced	Twi14	1000	Kr	12	1.7	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	2000	sog	3	2.2	46.6666666667	46.6666666667	46.6666666667	53.3333333333
H3K4me1_train_all_Test	Unbalanced	Dl09	2000	vnd	2	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1000	brk	5	2.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	500	hb	14	3	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	1500	eve	4	1.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1500	Kr	2	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Zld	1000	rho	7	0.9	0	0	0	90
H3K4me1_train_all_Test	Unbalanced	Zld	1500	hb	6	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Twi14	2000	vnd	5	1.2	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Dl09	500	vnd	2	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	500	brk	14	2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	1500	Kr	10	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Dl09	1000	rho	6	1.2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1000	rho	4	0.9	0	0	0	90
H3K4me1_train_all_Test	Unbalanced	Twi14	1500	vnd	7	1	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Dl09	1000	hb	9	2.7	38.3333333333	38.3333333333	38.3333333333	61.6666666667
H3K4me1_train_all_Test	Unbalanced	Dl09	500	sog	3	2.7	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	1000	vnd	6	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	1000	Kr	7	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1000	Kni	5	2.5	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1000	brk	11	2.7	38.3333333333	38.3333333333	38.3333333333	61.6666666667
H3K4me1_train_all_Test	Unbalanced	Zld	2000	eve	6	3.5	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	1500	Kni	4	2.6	40	40	40	60
H3K4me1_train_all_Test	Unbalanced	Dl15	1000	Kni	4	2.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	500	sog	4	2.5	41.6666666667	41.6666666667	41.6666666667	58.3333333333
H3K4me1_train_all_Test	Unbalanced	Dl09	1500	hb	9	2.8	36.6666666667	36.6666666667	36.6666666667	63.3333333333
H3K4me1_train_all_Test	Unbalanced	Zld	2000	Kr	10	2	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Zld	1000	sog	4	2.3	45	45	45	55
H3K4me1_train_all_Test	Unbalanced	Dl09	2000	Kr	7	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	2000	sna	8	2.8	75	75	75	25
H3K4me1_train_all_Test	Unbalanced	Twi14	2000	brk	7	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	500	Kr	13	1.4	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	2000	sog	3	2	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Twi14	2000	eve	6	2.5	41.6666666667	41.6666666667	41.6666666667	58.3333333333
H3K4me1_train_all_Test	Unbalanced	Zld	2000	rho	6	1	0	0	0	80
H3K4me1_train_all_Test	Unbalanced	Zld	1500	rho	7	0.9	90	90	90	0
H3K4me1_train_all_Test	Unbalanced	Dl15	2000	rho	1	1	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Dl09	1500	rho	6	1.2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	1500	sna	6	2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1500	rho	2	0.9	90	90	90	0
H3K4me1_train_all_Test	Unbalanced	Dl09	2000	brk	6	1.5	75	75	75	25
H3K4me1_train_all_Test	Unbalanced	Zld	500	Kni	5	2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1500	vnd	2	1	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Zld	2000	Kni	3	1.7	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	2000	eve	4	1.5	0	0	0	90
H3K4me1_train_all_Test	Unbalanced	Dl15	500	sog	3	2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	500	rho	8	0.7	0	0	0	70
H3K4me1_train_all_Test	Unbalanced	Dl15	500	brk	5	2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	1500	vnd	5	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	1000	hb	6	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Zld	1000	Kni	4	2.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	2000	rho	3	1.2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	500	brk	6	1.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	1500	sog	3	2.3	45	45	45	55
H3K4me1_train_all_Test	Unbalanced	Zld	500	brk	9	1.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	500	Kni	5	1.4	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1000	hb	4	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
H3K4me1_train_all_Test	Unbalanced	Dl15	2000	Kni	3	1.7	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	1500	brk	6	1.5	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	2000	Kni	4	1.7	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	2000	vnd	2	1.2	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Dl15	1000	vnd	2	1	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Dl09	2000	Kni	3	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	500	eve	4	1.6	0	0	0	90
H3K4me1_train_all_Test	Unbalanced	Dl09	500	rho	6	1.2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	2000	Kr	9	1.1	95	95	95	5
H3K4me1_train_all_Test	Unbalanced	Dl15	500	hb	4	3.1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	2000	sna	6	2.8	76.6666666667	76.6666666667	76.6666666667	23.3333333333
H3K4me1_train_all_Test	Unbalanced	Zld	500	Kr	10	1.2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	500	sna	12	3.1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	1500	sog	3	2.3	45	45	45	55
H3K4me1_train_all_Test	Unbalanced	Dl09	500	Kr	7	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	1000	brk	6	1.5	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1500	sna	6	2.1	48.3333333333	48.3333333333	48.3333333333	51.6666666667
H3K4me1_train_all_Test	Unbalanced	Zld	1500	brk	8	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Zld	1500	eve	7	2.7	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	500	rho	2	0.8	0	0	0	80
H3K4me1_train_all_Test	Unbalanced	Zld	1000	eve	8	2.4	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	2000	hb	5	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Dl15	500	eve	6	4.7	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	1000	Kni	3	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	1500	rho	4	1.1	80	80	80	10
H3K4me1_train_all_Test	Unbalanced	Dl09	1000	sog	3	2.5	41.6666666667	41.6666666667	41.6666666667	58.3333333333
H3K4me1_train_all_Test	Unbalanced	Dl15	2000	eve	3	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Dl15	2000	hb	2	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Zld	1000	brk	8	1.9	55	55	55	45
H3K4me1_train_all_Test	Unbalanced	Dl15	1500	eve	5	3.8	72.5	72.5	72.5	27.5
H3K4me1_train_all_Test	Unbalanced	Twi14	2000	sna	8	2.8	75	75	75	25
H3K4me1_train_all_Test	Unbalanced	Zld	500	eve	9	1.2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	2000	sog	3	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Dl09	2000	sna	6	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Zld	1500	sna	8	2.2	93.3333333333	93.3333333333	93.3333333333	6.6666666667
H3K4me1_train_all_Test	Unbalanced	Dl09	1500	Kni	3	1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	500	hb	7	2.5	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	2000	brk	7	1.9	100	100	100	0
H3K4me1_train_all_Test	Unbalanced	Dl15	2000	Kr	2	2	50	50	50	50
H3K4me1_train_all_Test	Unbalanced	Dl15	500	sna	8	2.1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl15	1000	sna	6	2.1	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Twi14	500	eve	14	4.6	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Dl09	1000	sna	6	2	0	0	0	100
H3K4me1_train_all_Test	Unbalanced	Zld	2000	hb	6	2	50	50	50	50
allData_balance_Test	Balanced	Zld	500	vnd	7	7	0	0	0	100
allData_balance_Test	Balanced	Twi14	500	rho	4	4	0	0	0	100
allData_balance_Test	Balanced	Twi14	1000	eve	10	9.5	21.1666666667	21.1666666667	21.1666666667	78.8333333333
allData_balance_Test	Balanced	Dl15	1500	brk	4	4	25	25	25	75
allData_balance_Test	Balanced	Dl15	1000	rho	2	2	50	50	50	50
allData_balance_Test	Balanced	Dl15	500	vnd	2	2	0	0	0	100
allData_balance_Test	Balanced	Dl15	2000	brk	4	4	25	25	25	75
allData_balance_Test	Balanced	Dl09	500	sna	6	6	0	0	0	100
allData_balance_Test	Balanced	Twi14	1500	sna	8	8	12.5	12.5	12.5	87.5
