model_name	model_type	Seed	Window	gene	enhancers_per_gene	enhancers_called_on	Percentage_overlap	Percentage_overlap_50	Percentage_overlap_90	Percentage_off_target
allData_balance_Test	Balanced	Dl09	2000	hb	9	5.2	19.5	19.5	19.5	80.5
allData_balance_Test	Balanced	Dl09	500	hb	9	5.1	0	0	0	100
allData_balance_Test	Balanced	Dl09	2000	rho	6	4.3	0	0	0	100
allData_balance_Test	Balanced	Twi14	1000	sog	3	3	66.6666666667	66.6666666667	66.6666666667	33.3333333333
allData_balance_Test	Balanced	Zld	1000	Kr	10	9.8	0	0	0	100
allData_balance_Test	Balanced	Twi14	1500	Kr	10	9.3	10.8055555556	10.8055555556	10.8055555556	89.1944444444
allData_balance_Test	Balanced	Dl15	500	Kr	4	4	0	0	0	100
allData_balance_Test	Balanced	Dl09	1000	vnd	2	2	0	0	0	100
allData_balance_Test	Balanced	Twi14	1000	vnd	8	8	12.5	12.5	12.5	87.5
allData_balance_Test	Balanced	Twi14	1500	brk	9	8.2	12.2222222222	12.2222222222	12.2222222222	87.7777777778
allData_balance_Test	Balanced	Dl09	1500	vnd	2	2	0	0	0	100
allData_balance_Test	Balanced	Dl15	1500	hb	2	2	50	50	50	50
allData_balance_Test	Balanced	Dl09	500	Kni	3	2.4	0	0	0	100
allData_balance_Test	Balanced	Dl15	500	Kni	4	4	0	0	0	100
allData_balance_Test	Balanced	Twi14	500	sog	3	3	0	0	0	100
allData_balance_Test	Balanced	Dl15	1000	Kr	2	2	0	0	0	100
allData_balance_Test	Balanced	Dl15	2000	sog	2	2	50	50	50	50
allData_balance_Test	Balanced	Twi14	500	vnd	8	8	0	0	0	100
allData_balance_Test	Balanced	Twi14	1500	sog	3	3	66.6666666667	66.6666666667	66.6666666667	33.3333333333
allData_balance_Test	Balanced	Twi14	1500	Kni	5	3.5	0	0	0	100
allData_balance_Test	Balanced	Twi14	1000	hb	12	7.9	12.9246031746	12.9246031746	12.9246031746	87.0753968254
allData_balance_Test	Balanced	Twi14	1500	eve	7	6.5	0	0	0	100
allData_balance_Test	Balanced	Twi14	1000	sna	9	9	0	0	0	100
allData_balance_Test	Balanced	Twi14	1500	hb	6	4	25	25	25	75
allData_balance_Test	Balanced	Zld	1000	sna	8	8	12.5	12.5	12.5	87.5
allData_balance_Test	Balanced	Dl15	1500	sog	3	3	66.6666666667	66.6666666667	66.6666666667	33.3333333333
allData_balance_Test	Balanced	Zld	2000	vnd	4	4	25	25	25	75
allData_balance_Test	Balanced	Dl09	1500	Kr	7	6.8	0	0	0	100
allData_balance_Test	Balanced	Dl15	1500	Kni	4	4	25	25	25	75
allData_balance_Test	Balanced	Zld	500	sna	9	8.3	0	0	0	100
allData_balance_Test	Balanced	Dl15	1000	sog	3	3	66.6666666667	66.6666666667	66.6666666667	33.3333333333
allData_balance_Test	Balanced	Dl15	1000	eve	5	4.6	66	66	66	34
allData_balance_Test	Balanced	Dl09	1000	eve	4	4	0	0	0	100
allData_balance_Test	Balanced	Twi14	1000	Kr	12	10.1	0	0	0	100
allData_balance_Test	Balanced	Dl09	2000	sog	3	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
allData_balance_Test	Balanced	Dl09	2000	vnd	2	2	0	0	0	100
allData_balance_Test	Balanced	Dl15	1000	brk	5	4.9	0	0	0	100
allData_balance_Test	Balanced	Twi14	500	hb	14	8.4	0	0	0	100
allData_balance_Test	Balanced	Dl09	1500	eve	4	4	0	0	0	100
allData_balance_Test	Balanced	Dl15	1500	Kr	2	2	50	50	50	50
allData_balance_Test	Balanced	Zld	1000	rho	7	6	0	0	0	100
allData_balance_Test	Balanced	Zld	1500	hb	6	5	20	20	20	80
allData_balance_Test	Balanced	Twi14	2000	vnd	5	5	40	40	40	60
allData_balance_Test	Balanced	Dl09	500	vnd	2	2	0	0	0	100
allData_balance_Test	Balanced	Twi14	500	brk	14	11	0	0	0	100
allData_balance_Test	Balanced	Zld	1500	Kr	10	9.8	10.2222222222	10.2222222222	10.2222222222	89.7777777778
allData_balance_Test	Balanced	Dl09	1000	rho	6	4	0	0	0	100
allData_balance_Test	Balanced	Twi14	1000	rho	4	4	0	0	0	100
allData_balance_Test	Balanced	Twi14	1500	vnd	7	7	14.2857142857	14.2857142857	14.2857142857	85.7142857143
allData_balance_Test	Balanced	Dl09	1000	hb	9	4.9	21	21	21	79
allData_balance_Test	Balanced	Dl09	500	sog	3	3	0	0	0	100
allData_balance_Test	Balanced	Zld	1000	vnd	6	6	0	0	0	100
allData_balance_Test	Balanced	Dl09	1000	Kr	7	6.8	0	0	0	100
allData_balance_Test	Balanced	Twi14	1000	Kni	5	3.4	0	0	0	100
allData_balance_Test	Balanced	Twi14	1000	brk	11	10.1	9.9292929293	9.9292929293	9.9292929293	90.0707070707
allData_balance_Test	Balanced	Zld	2000	eve	6	6	0	0	0	100
allData_balance_Test	Balanced	Zld	1500	Kni	4	3.4	30	30	30	70
allData_balance_Test	Balanced	Dl15	1000	Kni	4	4	0	0	0	100
allData_balance_Test	Balanced	Zld	500	sog	4	4	25	25	25	75
allData_balance_Test	Balanced	Dl09	1500	hb	9	4.8	21.3333333333	21.3333333333	21.3333333333	78.6666666667
allData_balance_Test	Balanced	Zld	2000	Kr	10	9.8	20.4444444444	20.4444444444	20.4444444444	79.5555555556
allData_balance_Test	Balanced	Zld	1000	sog	4	4	25	25	25	75
allData_balance_Test	Balanced	Dl09	2000	Kr	7	6.8	0	0	0	100
allData_balance_Test	Balanced	Zld	2000	sna	8	8	25	25	25	75
allData_balance_Test	Balanced	Twi14	2000	brk	7	6.2	0	0	0	100
allData_balance_Test	Balanced	Twi14	500	Kr	13	11.3	0	0	0	100
allData_balance_Test	Balanced	Twi14	2000	sog	3	3	66.6666666667	66.6666666667	66.6666666667	33.3333333333
allData_balance_Test	Balanced	Twi14	2000	eve	6	5.5	18.3333333333	18.3333333333	18.3333333333	81.6666666667
allData_balance_Test	Balanced	Zld	2000	rho	6	5	0	0	0	100
allData_balance_Test	Balanced	Zld	1500	rho	7	6	16.6666666667	16.6666666667	16.6666666667	83.3333333333
allData_balance_Test	Balanced	Dl15	2000	rho	1	1	100	100	100	0
allData_balance_Test	Balanced	Dl09	1500	rho	6	4	0	0	0	100
allData_balance_Test	Balanced	Dl09	1500	sna	6	6	0	0	0	100
allData_balance_Test	Balanced	Dl15	1500	rho	2	2	50	50	50	50
allData_balance_Test	Balanced	Dl09	2000	brk	6	6	16.6666666667	16.6666666667	16.6666666667	83.3333333333
allData_balance_Test	Balanced	Zld	500	Kni	5	4.3	0	0	0	100
allData_balance_Test	Balanced	Dl15	1500	vnd	2	2	50	50	50	50
allData_balance_Test	Balanced	Zld	2000	Kni	3	2.3	0	0	0	100
allData_balance_Test	Balanced	Dl09	2000	eve	4	4	0	0	0	100
allData_balance_Test	Balanced	Dl15	500	sog	3	3	0	0	0	100
allData_balance_Test	Balanced	Zld	500	rho	8	7	0	0	0	100
allData_balance_Test	Balanced	Dl15	500	brk	5	4.9	0	0	0	100
allData_balance_Test	Balanced	Zld	1500	vnd	5	5	0	0	0	100
allData_balance_Test	Balanced	Zld	1000	hb	6	5	20	20	20	80
allData_balance_Test	Balanced	Zld	1000	Kni	4	3.6	0	0	0	100
allData_balance_Test	Balanced	Twi14	2000	rho	3	3	0	0	0	100
allData_balance_Test	Balanced	Dl09	500	brk	6	6	0	0	0	100
allData_balance_Test	Balanced	Dl09	1500	sog	3	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
allData_balance_Test	Balanced	Zld	500	brk	9	8.9	0	0	0	100
allData_balance_Test	Balanced	Twi14	500	Kni	5	3.5	0	0	0	100
allData_balance_Test	Balanced	Dl15	1000	hb	4	4	25	25	25	75
allData_balance_Test	Balanced	Dl15	2000	Kni	3	3	0	0	0	100
allData_balance_Test	Balanced	Dl09	1500	brk	6	6	0	0	0	100
allData_balance_Test	Balanced	Twi14	2000	Kni	4	2.9	0	0	0	100
allData_balance_Test	Balanced	Dl15	2000	vnd	2	2	100	100	100	0
allData_balance_Test	Balanced	Dl15	1000	vnd	2	2	50	50	50	50
allData_balance_Test	Balanced	Dl09	2000	Kni	3	2.5	0	0	0	100
allData_balance_Test	Balanced	Dl09	500	eve	4	4	0	0	0	100
allData_balance_Test	Balanced	Dl09	500	rho	6	4	0	0	0	100
allData_balance_Test	Balanced	Twi14	2000	Kr	9	8.8	11.3888888889	11.3888888889	11.3888888889	88.6111111111
allData_balance_Test	Balanced	Dl15	500	hb	4	4	0	0	0	100
allData_balance_Test	Balanced	Dl15	2000	sna	6	6	33.3333333333	33.3333333333	33.3333333333	66.6666666667
allData_balance_Test	Balanced	Zld	500	Kr	10	9.9	0	0	0	100
allData_balance_Test	Balanced	Twi14	500	sna	12	10.7	0	0	0	100
allData_balance_Test	Balanced	Zld	1500	sog	3	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
allData_balance_Test	Balanced	Dl09	500	Kr	7	6.8	0	0	0	100
allData_balance_Test	Balanced	Dl09	1000	brk	6	6	0	0	0	100
allData_balance_Test	Balanced	Dl15	1500	sna	6	6	16.6666666667	16.6666666667	16.6666666667	83.3333333333
allData_balance_Test	Balanced	Zld	1500	brk	8	8	12.5	12.5	12.5	87.5
allData_balance_Test	Balanced	Zld	1500	eve	7	6.9	0	0	0	100
allData_balance_Test	Balanced	Dl15	500	rho	2	2	0	0	0	100
allData_balance_Test	Balanced	Zld	1000	eve	8	7.9	0	0	0	100
allData_balance_Test	Balanced	Twi14	2000	hb	5	4	25	25	25	75
allData_balance_Test	Balanced	Dl15	500	eve	6	5.7	0	0	0	100
allData_balance_Test	Balanced	Dl09	1000	Kni	3	2.4	0	0	0	100
allData_balance_Test	Balanced	Twi14	1500	rho	4	4	25	25	25	75
allData_balance_Test	Balanced	Dl09	1000	sog	3	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
allData_balance_Test	Balanced	Dl15	2000	eve	3	2.5	41.6666666667	41.6666666667	41.6666666667	58.3333333333
allData_balance_Test	Balanced	Dl15	2000	hb	2	2	50	50	50	50
allData_balance_Test	Balanced	Zld	1000	brk	8	7.9	12.6785714286	12.6785714286	12.6785714286	87.3214285714
allData_balance_Test	Balanced	Dl15	1500	eve	5	4.6	66	66	66	34
allData_balance_Test	Balanced	Twi14	2000	sna	8	8	25	25	25	75
allData_balance_Test	Balanced	Zld	500	eve	9	8.8	0	0	0	100
allData_balance_Test	Balanced	Zld	2000	sog	3	3	33.3333333333	33.3333333333	33.3333333333	66.6666666667
allData_balance_Test	Balanced	Dl09	2000	sna	6	6	16.6666666667	16.6666666667	16.6666666667	83.3333333333
allData_balance_Test	Balanced	Zld	1500	sna	8	8	25	25	25	75
allData_balance_Test	Balanced	Dl09	1500	Kni	3	2.5	0	0	0	100
allData_balance_Test	Balanced	Zld	500	hb	7	6	0	0	0	100
allData_balance_Test	Balanced	Zld	2000	brk	7	7	28.5714285714	28.5714285714	28.5714285714	71.4285714286
allData_balance_Test	Balanced	Dl15	2000	Kr	2	2	50	50	50	50
allData_balance_Test	Balanced	Dl15	500	sna	8	8	0	0	0	100
allData_balance_Test	Balanced	Dl15	1000	sna	6	6	0	0	0	100
allData_balance_Test	Balanced	Twi14	500	eve	14	13.6	0	0	0	100
allData_balance_Test	Balanced	Dl09	1000	sna	6	6	0	0	0	100
allData_balance_Test	Balanced	Zld	2000	hb	6	5	20	20	20	80
random_data_Test	Unbalanced_random	Zld	500	vnd	7	5.6	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	500	rho	4	2.7	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1000	eve	10	8.7	17.3611111111	17.3611111111	17.3611111111	82.6388888889
random_data_Test	Unbalanced_random	Dl15	1500	brk	4	2	29.1666666667	29.1666666667	29.1666666667	60.8333333333
random_data_Test	Unbalanced_random	Dl15	1000	rho	2	1.2	20	20	20	60
random_data_Test	Unbalanced_random	Dl15	500	vnd	2	1.7	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	2000	brk	4	3	35	35	35	65
random_data_Test	Unbalanced_random	Dl09	500	sna	6	4.4	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1500	sna	8	6.6	13.9404761905	13.9404761905	13.9404761905	86.0595238095
random_data_Test	Unbalanced_random	Dl09	2000	hb	9	8.1	11.3452380952	11.3452380952	11.3452380952	88.6547619048
random_data_Test	Unbalanced_random	Dl09	500	hb	9	7.8	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	2000	rho	6	4.8	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1000	sog	3	2.7	66.6666666667	66.6666666667	66.6666666667	33.3333333333
random_data_Test	Unbalanced_random	Zld	1000	Kr	10	8.6	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1500	Kr	10	8.6	12.2222222222	12.2222222222	12.2222222222	87.7777777778
random_data_Test	Unbalanced_random	Dl15	500	Kr	4	3.8	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	1000	vnd	2	1.7	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1000	vnd	8	6.3	15.2142857143	15.2142857143	15.2142857143	84.7857142857
random_data_Test	Unbalanced_random	Twi14	1500	brk	9	6	14.123015873	14.123015873	14.123015873	85.876984127
random_data_Test	Unbalanced_random	Dl09	1500	vnd	2	1.7	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1500	hb	2	1.8	60	60	60	40
random_data_Test	Unbalanced_random	Dl09	500	Kni	3	2.5	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	500	Kni	4	3.7	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	500	sog	3	2.5	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1000	Kr	2	1.9	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	2000	sog	2	1.5	40	40	40	50
random_data_Test	Unbalanced_random	Twi14	500	vnd	8	6.6	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1500	sog	3	2.7	66.6666666667	66.6666666667	66.6666666667	33.3333333333
random_data_Test	Unbalanced_random	Twi14	1500	Kni	5	4.2	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1000	hb	12	10.2	10.4696969697	10.4696969697	10.4696969697	89.5303030303
random_data_Test	Unbalanced_random	Twi14	1500	eve	7	6	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1000	sna	9	6.8	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1500	hb	6	5.4	19.5	19.5	19.5	80.5
random_data_Test	Unbalanced_random	Zld	1000	sna	8	6.2	15.630952381	15.630952381	15.630952381	84.369047619
random_data_Test	Unbalanced_random	Dl15	1500	sog	3	2.5	73.3333333333	73.3333333333	73.3333333333	26.6666666667
random_data_Test	Unbalanced_random	Zld	2000	vnd	4	3.7	22.5	22.5	22.5	77.5
random_data_Test	Unbalanced_random	Dl09	1500	Kr	7	5.4	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1500	Kni	4	3.4	30.8333333333	30.8333333333	30.8333333333	69.1666666667
random_data_Test	Unbalanced_random	Zld	500	sna	9	6.9	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1000	sog	3	2.5	78.3333333333	78.3333333333	78.3333333333	21.6666666667
random_data_Test	Unbalanced_random	Dl15	1000	eve	5	4.2	58.5	58.5	58.5	41.5
random_data_Test	Unbalanced_random	Dl09	1000	eve	4	3.1	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1000	Kr	12	10.4	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	2000	sog	3	2.3	25	25	25	65
random_data_Test	Unbalanced_random	Dl09	2000	vnd	2	1.8	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1000	brk	5	3.5	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	500	hb	14	12	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	1500	eve	4	3.2	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1500	Kr	2	1.9	45	45	45	55
random_data_Test	Unbalanced_random	Zld	1000	rho	7	5.5	0	0	0	100
random_data_Test	Unbalanced_random	Zld	1500	hb	6	5.3	19.6666666667	19.6666666667	19.6666666667	80.3333333333
random_data_Test	Unbalanced_random	Twi14	2000	vnd	5	4.4	41.5	41.5	41.5	58.5
random_data_Test	Unbalanced_random	Dl09	500	vnd	2	1.6	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	500	brk	14	11.5	0	0	0	100
random_data_Test	Unbalanced_random	Zld	1500	Kr	10	8.6	11.7222222222	11.7222222222	11.7222222222	88.2777777778
random_data_Test	Unbalanced_random	Dl09	1000	rho	6	4.9	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1000	rho	4	2.5	0	0	0	90
random_data_Test	Unbalanced_random	Twi14	1500	vnd	7	5.4	26.3095238095	26.3095238095	26.3095238095	73.6904761905
random_data_Test	Unbalanced_random	Dl09	1000	hb	9	8.1	11.3452380952	11.3452380952	11.3452380952	88.6547619048
random_data_Test	Unbalanced_random	Dl09	500	sog	3	2.5	0	0	0	90
random_data_Test	Unbalanced_random	Zld	1000	vnd	6	4.7	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	1000	Kr	7	5.7	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1000	Kni	5	4.4	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1000	brk	11	7.7	14.1078643579	14.1078643579	14.1078643579	85.8921356421
random_data_Test	Unbalanced_random	Zld	2000	eve	6	5.1	0	0	0	100
random_data_Test	Unbalanced_random	Zld	1500	Kni	4	3.7	28.3333333333	28.3333333333	28.3333333333	71.6666666667
random_data_Test	Unbalanced_random	Dl15	1000	Kni	4	3.6	0	0	0	100
random_data_Test	Unbalanced_random	Zld	500	sog	4	3.5	29.1666666667	29.1666666667	29.1666666667	70.8333333333
random_data_Test	Unbalanced_random	Dl09	1500	hb	9	8.2	11.1666666667	11.1666666667	11.1666666667	88.8333333333
random_data_Test	Unbalanced_random	Zld	2000	Kr	10	8.3	23.5238095238	23.5238095238	23.5238095238	76.4761904762
random_data_Test	Unbalanced_random	Zld	1000	sog	4	3.5	30	30	30	70
random_data_Test	Unbalanced_random	Dl09	2000	Kr	7	5.1	0	0	0	100
random_data_Test	Unbalanced_random	Zld	2000	sna	8	6.5	27.3333333333	27.3333333333	27.3333333333	72.6666666667
random_data_Test	Unbalanced_random	Twi14	2000	brk	7	5.1	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	500	Kr	13	11.4	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	2000	sog	3	2.6	65	65	65	35
random_data_Test	Unbalanced_random	Twi14	2000	eve	6	4.7	14.3333333333	14.3333333333	14.3333333333	85.6666666667
random_data_Test	Unbalanced_random	Zld	2000	rho	6	5.1	0	0	0	100
random_data_Test	Unbalanced_random	Zld	1500	rho	7	5.4	8.1904761905	8.1904761905	8.1904761905	91.8095238095
random_data_Test	Unbalanced_random	Dl15	2000	rho	1	0.3	30	30	30	0
random_data_Test	Unbalanced_random	Dl09	1500	rho	6	4.7	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	1500	sna	6	4.4	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1500	rho	2	1.1	30	30	30	40
random_data_Test	Unbalanced_random	Dl09	2000	brk	6	3.5	30.6666666667	30.6666666667	30.6666666667	69.3333333333
random_data_Test	Unbalanced_random	Zld	500	Kni	5	4.5	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1500	vnd	2	1.7	65	65	65	35
random_data_Test	Unbalanced_random	Zld	2000	Kni	3	2.5	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	2000	eve	4	3.2	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	500	sog	3	2.7	0	0	0	100
random_data_Test	Unbalanced_random	Zld	500	rho	8	6.6	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	500	brk	5	4.4	0	0	0	100
random_data_Test	Unbalanced_random	Zld	1500	vnd	5	4.1	0	0	0	100
random_data_Test	Unbalanced_random	Zld	1000	hb	6	5.4	19.3333333333	19.3333333333	19.3333333333	80.6666666667
random_data_Test	Unbalanced_random	Zld	1000	Kni	4	3.7	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	2000	rho	3	2.5	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	500	brk	6	4.2	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	1500	sog	3	2.4	28.3333333333	28.3333333333	28.3333333333	61.6666666667
random_data_Test	Unbalanced_random	Zld	500	brk	9	7	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	500	Kni	5	4.4	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1000	hb	4	3.6	29.1666666667	29.1666666667	29.1666666667	70.8333333333
random_data_Test	Unbalanced_random	Dl15	2000	Kni	3	2.5	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	1500	brk	6	3.7	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	2000	Kni	4	3	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	2000	vnd	2	1.8	100	100	100	0
random_data_Test	Unbalanced_random	Dl15	1000	vnd	2	1.6	60	60	60	40
random_data_Test	Unbalanced_random	Dl09	2000	Kni	3	2.4	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	500	eve	4	3.3	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	500	rho	6	4.9	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	2000	Kr	9	7.6	11.2896825397	11.2896825397	11.2896825397	88.7103174603
random_data_Test	Unbalanced_random	Dl15	500	hb	4	3.6	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	2000	sna	6	4.6	37.8333333333	37.8333333333	37.8333333333	62.1666666667
random_data_Test	Unbalanced_random	Zld	500	Kr	10	8.7	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	500	sna	12	9.4	0	0	0	100
random_data_Test	Unbalanced_random	Zld	1500	sog	3	2.6	25	25	25	75
random_data_Test	Unbalanced_random	Dl09	500	Kr	7	6	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	1000	brk	6	4.2	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1500	sna	6	4.8	20.5	20.5	20.5	79.5
random_data_Test	Unbalanced_random	Zld	1500	brk	8	5.2	16.8452380952	16.8452380952	16.8452380952	83.1547619048
random_data_Test	Unbalanced_random	Zld	1500	eve	7	6	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	500	rho	2	1.3	0	0	0	80
random_data_Test	Unbalanced_random	Zld	1000	eve	8	7	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	2000	hb	5	4.9	20.5	20.5	20.5	79.5
random_data_Test	Unbalanced_random	Dl15	500	eve	6	5.3	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	1000	Kni	3	2.4	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	1500	rho	4	2.5	15.8333333333	15.8333333333	15.8333333333	74.1666666667
random_data_Test	Unbalanced_random	Dl09	1000	sog	3	2.6	33.3333333333	33.3333333333	33.3333333333	66.6666666667
random_data_Test	Unbalanced_random	Dl15	2000	eve	3	2.3	38.3333333333	38.3333333333	38.3333333333	61.6666666667
random_data_Test	Unbalanced_random	Dl15	2000	hb	2	1.7	65	65	65	35
random_data_Test	Unbalanced_random	Zld	1000	brk	8	5.8	20.6904761905	20.6904761905	20.6904761905	79.3095238095
random_data_Test	Unbalanced_random	Dl15	1500	eve	5	4.4	55.3333333333	55.3333333333	55.3333333333	44.6666666667
random_data_Test	Unbalanced_random	Twi14	2000	sna	8	6.8	24.880952381	24.880952381	24.880952381	75.119047619
random_data_Test	Unbalanced_random	Zld	500	eve	9	8.5	0	0	0	100
random_data_Test	Unbalanced_random	Zld	2000	sog	3	2.4	25	25	25	75
random_data_Test	Unbalanced_random	Dl09	2000	sna	6	4.4	18.1666666667	18.1666666667	18.1666666667	81.8333333333
random_data_Test	Unbalanced_random	Zld	1500	sna	8	6.5	28.2142857143	28.2142857143	28.2142857143	71.7857142857
random_data_Test	Unbalanced_random	Dl09	1500	Kni	3	2.4	0	0	0	100
random_data_Test	Unbalanced_random	Zld	500	hb	7	5.7	0	0	0	100
random_data_Test	Unbalanced_random	Zld	2000	brk	7	4.8	31.8571428571	31.8571428571	31.8571428571	68.1428571429
random_data_Test	Unbalanced_random	Dl15	2000	Kr	2	1.7	40	40	40	50
random_data_Test	Unbalanced_random	Dl15	500	sna	8	6.1	0	0	0	100
random_data_Test	Unbalanced_random	Dl15	1000	sna	6	4.9	0	0	0	100
random_data_Test	Unbalanced_random	Twi14	500	eve	14	12.8	0	0	0	100
random_data_Test	Unbalanced_random	Dl09	1000	sna	6	4.4	0	0	0	100
random_data_Test	Unbalanced_random	Zld	2000	hb	6	5.6	18	18	18	82
Dl_chip_Test	Unbalanced	Zld	500	vnd	7	4.9	0	0	0	100
Dl_chip_Test	Unbalanced	Twi14	500	rho	4	3.7	0	0	0	100
Dl_chip_Test	Unbalanced	Twi14	1000	eve	10	6.8	29.5238095238	29.5238095238	29.5238095238	70.4761904762
Dl_chip_Test	Unbalanced	Dl15	1500	brk	4	3.1	37.5	37.5	37.5	62.5
Dl_chip_Test	Unbalanced	Dl15	1000	rho	2	1.7	65	65	65	35
Dl_chip_Test	Unbalanced	Dl15	500	vnd	2	1.9	0	0	0	100
Dl_chip_Test	Unbalanced	Dl15	2000	brk	4	3.2	36.6666666667	36.6666666667	36.6666666667	63.3333333333
Dl_chip_Test	Unbalanced	Dl09	500	sna	6	5.5	0	0	0	100
Dl_chip_Test	Unbalanced	Twi14	1500	sna	8	6.8	15.2380952381	15.2380952381	15.2380952381	84.7619047619
Dl_chip_Test	Unbalanced	Dl09	2000	hb	9	3.8	27.5	27.5	27.5	72.5
Dl_chip_Test	Unbalanced	Dl09	500	hb	9	4.2	0	0	0	100
Dl_chip_Test	Unbalanced	Dl09	2000	rho	6	2.7	0	0	0	100
Dl_chip_Test	Unbalanced	Twi14	1000	sog	3	2.5	80	80	80	20
Dl_chip_Test	Unbalanced	Zld	1000	Kr	10	7	0	0	0	100
Dl_chip_Test	Unbalanced	Twi14	1500	Kr	10	7.2	14.496031746	14.496031746	14.496031746	85.503968254
Dl_chip_Test	Unbalanced	Dl15	500	Kr	4	4	0	0	0	100
Dl_chip_Test	Unbalanced	Dl09	1000	vnd	2	0.8	0	0	0	80
Dl_chip_Test	Unbalanced	Twi14	1000	vnd	8	5.3	16.6904761905	16.6904761905	16.6904761905	83.3095238095
Dl_chip_Test	Unbalanced	Twi14	1500	brk	9	5.2	20.7619047619	20.7619047619	20.7619047619	79.2380952381
Dl_chip_Test	Unbalanced	Dl09	1500	vnd	2	0.8	0	0	0	80
Dl_chip_Test	Unbalanced	Dl15	1500	hb	2	1.9	55	55	55	45
Dl_chip_Test	Unbalanced	Dl09	500	Kni	3	1.3	0	0	0	90
Dl_chip_Test	Unbalanced	Dl15	500	Kni	4	3.2	0	0	0	100
Dl_chip_Test	Unbalanced	Twi14	500	sog	3	2.5	0	0	0	100
Dl_chip_Test	Unbalanced	Dl15	1000	Kr	2	1.9	0	0	0	100
Dl_chip_Test	Unbalanced	Dl15	2000	sog	2	1.9	45	45	45	55
Dl_chip_Test	Unbalanced	Twi14	500	vnd	8	5.3	0	0	0	100
Dl_chip_Test	Unbalanced	Twi14	1500	sog	3	2.5	80	80	80	20
Dl_chip_Test	Unbalanced	Twi14	1500	Kni	5	3.4	0	0	0	100
Dl_chip_Test	Unbalanced	Twi14	1000	hb	12	5.8	17.7857142857	17.7857142857	17.7857142857	82.2142857143
Dl_chip_Test	Unbalanced	Twi14	1500	eve	7	3.9	0	0	0	100
Dl_chip_Test	Unbalanced	Twi14	1000	sna	9	7.7	0	0	0	100
