model	gene	Percentage_overlap	Percentage_off_target
FTwi14_train_all_Test_Dl09_1500	sog	41.6666666667	58.3333333333
FTwi14_train_all_Test_Zld_500	brk	0	100
FTwi14_train_all_Test_Twi14_500	Kni	0	100
FTwi14_train_all_Test_Dl15_1000	hb	33.3333333333	66.6666666667
FTwi14_train_all_Test_Dl15_2000	Kni	0	100
FTwi14_train_all_Test_Dl09_1500	brk	0	100
FTwi14_train_all_Test_Twi14_2000	Kni	0	100
FTwi14_train_all_Test_Dl15_2000	vnd	100	0
FTwi14_train_all_Test_Dl15_1000	vnd	55	45
FTwi14_train_all_Test_Dl09_2000	Kni	0	100
FTwi14_train_all_Test_Dl09_500	eve	0	100
FTwi14_train_all_Test_Dl09_500	rho	0	100
FTwi14_train_all_Test_Twi14_2000	Kr	50	50
FTwi14_train_all_Test_Dl15_500	hb	0	100
FTwi14_train_all_Test_Dl15_2000	sna	68.3333333333	31.6666666667
FTwi14_train_all_Test_Zld_500	Kr	0	100
FTwi14_train_all_Test_Twi14_500	sna	0	100
FTwi14_train_all_Test_Zld_1500	sog	48.3333333333	51.6666666667
FTwi14_train_all_Test_Dl09_500	Kr	0	100
FTwi14_train_all_Test_Dl09_1000	brk	0	100
FTwi14_train_all_Test_Dl15_1500	sna	35.8333333333	64.1666666667
FTwi14_train_all_Test_Zld_1500	brk	45	55
FTwi14_train_all_Test_Zld_1500	eve	0	100
FTwi14_train_all_Test_Dl15_500	rho	0	100
FTwi14_train_all_Test_Zld_1000	eve	0	100
FTwi14_train_all_Test_Twi14_2000	hb	50	50
FTwi14_train_all_Test_Dl15_500	eve	0	100
FTwi14_train_all_Test_Dl09_1000	Kni	0	100
FTwi14_train_all_Test_Twi14_1500	rho	95	5
FTwi14_train_all_Test_Dl09_1000	sog	40	60
FTwi14_train_all_Test_Dl15_2000	eve	50	50
FTwi14_train_all_Test_Dl15_2000	hb	50	50
FTwi14_train_all_Test_Zld_1000	brk	50	50
FTwi14_train_all_Test_Dl15_1500	eve	75	25
FTwi14_train_all_Test_Twi14_2000	sna	63.3333333333	36.6666666667
FTwi14_train_all_Test_Zld_500	eve	0	100
FTwi14_train_all_Test_Zld_2000	sog	50	50
FTwi14_train_all_Test_Dl09_2000	sna	46.6666666667	53.3333333333
FTwi14_train_all_Test_Zld_1500	sna	71.6666666667	28.3333333333
FTwi14_train_all_Test_Dl09_1500	Kni	0	100
FTwi14_train_all_Test_Zld_500	hb	0	100
FTwi14_train_all_Test_Zld_2000	brk	96.6666666667	3.3333333333
FTwi14_train_all_Test_Dl15_2000	Kr	50	50
FTwi14_train_all_Test_Dl15_500	sna	0	100
FTwi14_train_all_Test_Dl15_1000	sna	0	100
FTwi14_train_all_Test_Twi14_500	eve	0	100
FTwi14_train_all_Test_Dl09_1000	sna	0	100
FTwi14_train_all_Test_Zld_2000	hb	40	60
Zld_train_cons_Test_Zld_500	vnd	0	100
Zld_train_cons_Test_Twi14_500	rho	0	100
Zld_train_cons_Test_Twi14_1000	eve	28.2142857143	71.7857142857
Zld_train_cons_Test_Dl15_1500	brk	50	50
Zld_train_cons_Test_Dl15_1000	rho	100	0
Zld_train_cons_Test_Dl15_500	vnd	0	100
Zld_train_cons_Test_Dl15_2000	brk	50	50
Zld_train_cons_Test_Dl09_500	sna	0	100
Zld_train_cons_Test_Twi14_1500	sna	19.3333333333	80.6666666667
Zld_train_cons_Test_Dl09_2000	hb	21.1666666667	78.8333333333
Zld_train_cons_Test_Dl09_500	hb	0	100
Zld_train_cons_Test_Dl09_2000	rho	0	100
Zld_train_cons_Test_Twi14_1000	sog	66.6666666667	33.3333333333
Zld_train_cons_Test_Zld_1000	Kr	0	100
Zld_train_cons_Test_Twi14_1500	Kr	35	65
Zld_train_cons_Test_Dl15_500	Kr	0	100
Zld_train_cons_Test_Dl09_1000	vnd	0	100
Zld_train_cons_Test_Twi14_1000	vnd	41.6666666667	58.3333333333
Zld_train_cons_Test_Twi14_1500	brk	48.3333333333	51.6666666667
Zld_train_cons_Test_Dl09_1500	vnd	0	100
Zld_train_cons_Test_Dl15_1500	hb	50	50
Zld_train_cons_Test_Dl09_500	Kni	0	100
Zld_train_cons_Test_Dl15_500	Kni	0	100
Zld_train_cons_Test_Twi14_500	sog	0	100
Zld_train_cons_Test_Dl15_1000	Kr	0	100
Zld_train_cons_Test_Dl15_2000	sog	50	50
Zld_train_cons_Test_Twi14_500	vnd	0	100
Zld_train_cons_Test_Twi14_1500	sog	73.3333333333	26.6666666667
Zld_train_cons_Test_Twi14_1500	Kni	0	100
Zld_train_cons_Test_Twi14_1000	hb	19.119047619	80.880952381
Zld_train_cons_Test_Twi14_1500	eve	0	100
Zld_train_cons_Test_Twi14_1000	sna	0	100
Zld_train_cons_Test_Twi14_1500	hb	30	70
Zld_train_cons_Test_Zld_1000	sna	19.6666666667	80.3333333333
Zld_train_cons_Test_Dl15_1500	sog	86.6666666667	13.3333333333
Zld_train_cons_Test_Zld_2000	vnd	100	0
Zld_train_cons_Test_Dl09_1500	Kr	0	100
Zld_train_cons_Test_Dl15_1500	Kni	25	75
Zld_train_cons_Test_Zld_500	sna	0	100
Zld_train_cons_Test_Dl15_1000	sog	86.6666666667	13.3333333333
Zld_train_cons_Test_Dl15_1000	eve	75	25
Zld_train_cons_Test_Dl09_1000	eve	0	100
Zld_train_cons_Test_Twi14_1000	Kr	0	100
Zld_train_cons_Test_Dl09_2000	sog	33.3333333333	66.6666666667
Zld_train_cons_Test_Dl09_2000	vnd	0	100
Zld_train_cons_Test_Dl15_1000	brk	0	100
Zld_train_cons_Test_Twi14_500	hb	0	100
Zld_train_cons_Test_Dl09_1500	eve	0	100
Zld_train_cons_Test_Dl15_1500	Kr	50	50
Zld_train_cons_Test_Zld_1000	rho	0	100
Zld_train_cons_Test_Zld_1500	hb	28.3333333333	71.6666666667
Zld_train_cons_Test_Twi14_2000	vnd	100	0
Zld_train_cons_Test_Dl09_500	vnd	0	100
Zld_train_cons_Test_Twi14_500	brk	0	100
Zld_train_cons_Test_Zld_1500	Kr	33.3333333333	66.6666666667
Zld_train_cons_Test_Dl09_1000	rho	0	100
Zld_train_cons_Test_Twi14_1000	rho	0	100
Zld_train_cons_Test_Twi14_1500	vnd	48.3333333333	51.6666666667
Zld_train_cons_Test_Dl09_1000	hb	21.1666666667	78.8333333333
Zld_train_cons_Test_Dl09_500	sog	0	100
Zld_train_cons_Test_Zld_1000	vnd	0	100
Zld_train_cons_Test_Dl09_1000	Kr	0	100
Zld_train_cons_Test_Twi14_1000	Kni	0	100
Zld_train_cons_Test_Twi14_1000	brk	19.6666666667	80.3333333333
Zld_train_cons_Test_Zld_2000	eve	0	100
Zld_train_cons_Test_Zld_1500	Kni	25.8333333333	74.1666666667
Zld_train_cons_Test_Dl15_1000	Kni	0	100
Zld_train_cons_Test_Zld_500	sog	33.3333333333	66.6666666667
Zld_train_cons_Test_Dl09_1500	hb	20.6666666667	79.3333333333
Zld_train_cons_Test_Zld_2000	Kr	62.3333333333	37.6666666667
Zld_train_cons_Test_Zld_1000	sog	33.3333333333	66.6666666667
Zld_train_cons_Test_Dl09_2000	Kr	0	100
Zld_train_cons_Test_Zld_2000	sna	38.6666666667	61.3333333333
Zld_train_cons_Test_Twi14_2000	brk	0	100
Zld_train_cons_Test_Twi14_500	Kr	0	100
Zld_train_cons_Test_Twi14_2000	sog	66.6666666667	33.3333333333
Zld_train_cons_Test_Twi14_2000	eve	33.3333333333	66.6666666667
Zld_train_cons_Test_Zld_2000	rho	0	100
Zld_train_cons_Test_Zld_1500	rho	22	78
Zld_train_cons_Test_Dl15_2000	rho	100	0
Zld_train_cons_Test_Dl09_1500	rho	0	100
Zld_train_cons_Test_Dl09_1500	sna	0	100
Zld_train_cons_Test_Dl15_1500	rho	100	0
Zld_train_cons_Test_Dl09_2000	brk	34.1666666667	65.8333333333
Zld_train_cons_Test_Zld_500	Kni	0	100
Zld_train_cons_Test_Dl15_1500	vnd	50	50
Zld_train_cons_Test_Zld_2000	Kni	0	100
Zld_train_cons_Test_Dl09_2000	eve	0	100
Zld_train_cons_Test_Dl15_500	sog	0	100
Zld_train_cons_Test_Zld_500	rho	0	100
Zld_train_cons_Test_Dl15_500	brk	0	100
Zld_train_cons_Test_Zld_1500	vnd	0	100
Zld_train_cons_Test_Zld_1000	hb	28.3333333333	71.6666666667
Zld_train_cons_Test_Zld_1000	Kni	0	100
Zld_train_cons_Test_Twi14_2000	rho	0	100
Zld_train_cons_Test_Dl09_500	brk	0	100
Zld_train_cons_Test_Dl09_1500	sog	33.3333333333	66.6666666667
Zld_train_cons_Test_Zld_500	brk	0	100
Zld_train_cons_Test_Twi14_500	Kni	0	100
Zld_train_cons_Test_Dl15_1000	hb	25	75
Zld_train_cons_Test_Dl15_2000	Kni	0	100
Zld_train_cons_Test_Dl09_1500	brk	0	100
Zld_train_cons_Test_Twi14_2000	Kni	0	100
Zld_train_cons_Test_Dl15_2000	vnd	100	0
Zld_train_cons_Test_Dl15_1000	vnd	50	50
Zld_train_cons_Test_Dl09_2000	Kni	0	100
Zld_train_cons_Test_Dl09_500	eve	0	100
Zld_train_cons_Test_Dl09_500	rho	0	100
Zld_train_cons_Test_Twi14_2000	Kr	32.5	67.5
Zld_train_cons_Test_Dl15_500	hb	0	100
Zld_train_cons_Test_Dl15_2000	sna	42	58
Zld_train_cons_Test_Zld_500	Kr	0	100
Zld_train_cons_Test_Twi14_500	sna	0	100
Zld_train_cons_Test_Zld_1500	sog	36.6666666667	63.3333333333
Zld_train_cons_Test_Dl09_500	Kr	0	100
Zld_train_cons_Test_Dl09_1000	brk	0	100
Zld_train_cons_Test_Dl15_1500	sna	23.1666666667	76.8333333333
Zld_train_cons_Test_Zld_1500	brk	28.3333333333	71.6666666667
Zld_train_cons_Test_Zld_1500	eve	0	100
Zld_train_cons_Test_Dl15_500	rho	0	100
Zld_train_cons_Test_Zld_1000	eve	0	100
Zld_train_cons_Test_Twi14_2000	hb	35	65
Zld_train_cons_Test_Dl15_500	eve	0	100
Zld_train_cons_Test_Dl09_1000	Kni	0	100
Zld_train_cons_Test_Twi14_1500	rho	34.1666666667	65.8333333333
Zld_train_cons_Test_Dl09_1000	sog	33.3333333333	66.6666666667
Zld_train_cons_Test_Dl15_2000	eve	50	50
Zld_train_cons_Test_Dl15_2000	hb	50	50
Zld_train_cons_Test_Zld_1000	brk	33.3333333333	66.6666666667
Zld_train_cons_Test_Dl15_1500	eve	75	25
Zld_train_cons_Test_Twi14_2000	sna	37.3333333333	62.6666666667
Zld_train_cons_Test_Zld_500	eve	0	100
Zld_train_cons_Test_Zld_2000	sog	33.3333333333	66.6666666667
Zld_train_cons_Test_Dl09_2000	sna	26.6666666667	73.3333333333
Zld_train_cons_Test_Zld_1500	sna	38.6666666667	61.3333333333
Zld_train_cons_Test_Dl09_1500	Kni	0	100
Zld_train_cons_Test_Zld_500	hb	0	100
Zld_train_cons_Test_Zld_2000	brk	76.6666666667	23.3333333333
Zld_train_cons_Test_Dl15_2000	Kr	50	50
Zld_train_cons_Test_Dl15_500	sna	0	100
Zld_train_cons_Test_Dl15_1000	sna	0	100
Zld_train_cons_Test_Twi14_500	eve	0	100
Zld_train_cons_Test_Dl09_1000	sna	0	100
Zld_train_cons_Test_Zld_2000	hb	23.8333333333	76.1666666667
FTwi14_train_cons_Test_Zld_500	vnd	0	100
FTwi14_train_cons_Test_Twi14_500	rho	0	100
FTwi14_train_cons_Test_Twi14_1000	eve	28.2142857143	71.7857142857
FTwi14_train_cons_Test_Dl15_1500	brk	50	50
FTwi14_train_cons_Test_Dl15_1000	rho	100	0
FTwi14_train_cons_Test_Dl15_500	vnd	0	100
FTwi14_train_cons_Test_Dl15_2000	brk	50	50
FTwi14_train_cons_Test_Dl09_500	sna	0	100
FTwi14_train_cons_Test_Twi14_1500	sna	19.5	80.5
FTwi14_train_cons_Test_Dl09_2000	hb	19.8333333333	80.1666666667
FTwi14_train_cons_Test_Dl09_500	hb	0	100
FTwi14_train_cons_Test_Dl09_2000	rho	0	100
FTwi14_train_cons_Test_Twi14_1000	sog	66.6666666667	33.3333333333
FTwi14_train_cons_Test_Zld_1000	Kr	0	100
FTwi14_train_cons_Test_Twi14_1500	Kr	50	50
FTwi14_train_cons_Test_Dl15_500	Kr	0	100
FTwi14_train_cons_Test_Dl09_1000	vnd	0	100
FTwi14_train_cons_Test_Twi14_1000	vnd	46.6666666667	53.3333333333
FTwi14_train_cons_Test_Twi14_1500	brk	48.3333333333	51.6666666667
FTwi14_train_cons_Test_Dl09_1500	vnd	0	100
FTwi14_train_cons_Test_Dl15_1500	hb	50	50
FTwi14_train_cons_Test_Dl09_500	Kni	0	100
FTwi14_train_cons_Test_Dl15_500	Kni	0	100
FTwi14_train_cons_Test_Twi14_500	sog	0	100
FTwi14_train_cons_Test_Dl15_1000	Kr	0	100
FTwi14_train_cons_Test_Dl15_2000	sog	50	50
FTwi14_train_cons_Test_Twi14_500	vnd	0	100
FTwi14_train_cons_Test_Twi14_1500	sog	66.6666666667	33.3333333333
FTwi14_train_cons_Test_Twi14_1500	Kni	0	100
FTwi14_train_cons_Test_Twi14_1000	hb	18.1666666667	81.8333333333
FTwi14_train_cons_Test_Twi14_1500	eve	0	100
FTwi14_train_cons_Test_Twi14_1000	sna	0	100
FTwi14_train_cons_Test_Twi14_1500	hb	25	75
FTwi14_train_cons_Test_Zld_1000	sna	20.3333333333	79.6666666667
FTwi14_train_cons_Test_Dl15_1500	sog	96.6666666667	3.3333333333
FTwi14_train_cons_Test_Zld_2000	vnd	100	0
FTwi14_train_cons_Test_Dl09_1500	Kr	0	100
FTwi14_train_cons_Test_Dl15_1500	Kni	25	75
FTwi14_train_cons_Test_Zld_500	sna	0	100
FTwi14_train_cons_Test_Dl15_1000	sog	96.6666666667	3.3333333333
FTwi14_train_cons_Test_Dl15_1000	eve	75	25
FTwi14_train_cons_Test_Dl09_1000	eve	0	100
FTwi14_train_cons_Test_Twi14_1000	Kr	0	100
FTwi14_train_cons_Test_Dl09_2000	sog	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Dl09_2000	vnd	0	100
FTwi14_train_cons_Test_Dl15_1000	brk	0	100
FTwi14_train_cons_Test_Twi14_500	hb	0	100
FTwi14_train_cons_Test_Dl09_1500	eve	0	100
FTwi14_train_cons_Test_Dl15_1500	Kr	50	50
FTwi14_train_cons_Test_Zld_1000	rho	0	100
FTwi14_train_cons_Test_Zld_1500	hb	25.8333333333	74.1666666667
FTwi14_train_cons_Test_Twi14_2000	vnd	100	0
FTwi14_train_cons_Test_Dl09_500	vnd	0	100
FTwi14_train_cons_Test_Twi14_500	brk	0	100
FTwi14_train_cons_Test_Zld_1500	Kr	50	50
FTwi14_train_cons_Test_Dl09_1000	rho	0	100
FTwi14_train_cons_Test_Twi14_1000	rho	0	100
FTwi14_train_cons_Test_Twi14_1500	vnd	50	50
FTwi14_train_cons_Test_Dl09_1000	hb	23.6666666667	76.3333333333
FTwi14_train_cons_Test_Dl09_500	sog	0	100
FTwi14_train_cons_Test_Zld_1000	vnd	0	100
FTwi14_train_cons_Test_Dl09_1000	Kr	0	100
FTwi14_train_cons_Test_Twi14_1000	Kni	0	100
FTwi14_train_cons_Test_Twi14_1000	brk	22.1666666667	77.8333333333
FTwi14_train_cons_Test_Zld_2000	eve	0	100
FTwi14_train_cons_Test_Zld_1500	Kni	26.6666666667	73.3333333333
FTwi14_train_cons_Test_Dl15_1000	Kni	0	100
FTwi14_train_cons_Test_Zld_500	sog	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Dl09_1500	hb	20	80
FTwi14_train_cons_Test_Zld_2000	Kr	100	0
FTwi14_train_cons_Test_Zld_1000	sog	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Dl09_2000	Kr	0	100
FTwi14_train_cons_Test_Zld_2000	sna	39.6666666667	60.3333333333
FTwi14_train_cons_Test_Twi14_2000	brk	0	100
FTwi14_train_cons_Test_Twi14_500	Kr	0	100
FTwi14_train_cons_Test_Twi14_2000	sog	66.6666666667	33.3333333333
FTwi14_train_cons_Test_Twi14_2000	eve	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Zld_2000	rho	0	100
FTwi14_train_cons_Test_Zld_1500	rho	25	75
FTwi14_train_cons_Test_Dl15_2000	rho	100	0
FTwi14_train_cons_Test_Dl09_1500	rho	0	100
FTwi14_train_cons_Test_Dl09_1500	sna	0	100
FTwi14_train_cons_Test_Dl15_1500	rho	100	0
FTwi14_train_cons_Test_Dl09_2000	brk	32.5	67.5
FTwi14_train_cons_Test_Zld_500	Kni	0	100
FTwi14_train_cons_Test_Dl15_1500	vnd	50	50
FTwi14_train_cons_Test_Zld_2000	Kni	0	100
FTwi14_train_cons_Test_Dl09_2000	eve	0	100
FTwi14_train_cons_Test_Dl15_500	sog	0	100
FTwi14_train_cons_Test_Zld_500	rho	0	100
FTwi14_train_cons_Test_Dl15_500	brk	0	100
FTwi14_train_cons_Test_Zld_1500	vnd	0	100
FTwi14_train_cons_Test_Zld_1000	hb	25.8333333333	74.1666666667
FTwi14_train_cons_Test_Zld_1000	Kni	0	100
FTwi14_train_cons_Test_Twi14_2000	rho	0	100
FTwi14_train_cons_Test_Dl09_500	brk	0	100
FTwi14_train_cons_Test_Dl09_1500	sog	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Zld_500	brk	0	100
FTwi14_train_cons_Test_Twi14_500	Kni	0	100
FTwi14_train_cons_Test_Dl15_1000	hb	25	75
FTwi14_train_cons_Test_Dl15_2000	Kni	0	100
FTwi14_train_cons_Test_Dl09_1500	brk	0	100
FTwi14_train_cons_Test_Twi14_2000	Kni	0	100
FTwi14_train_cons_Test_Dl15_2000	vnd	100	0
FTwi14_train_cons_Test_Dl15_1000	vnd	50	50
FTwi14_train_cons_Test_Dl09_2000	Kni	0	100
FTwi14_train_cons_Test_Dl09_500	eve	0	100
FTwi14_train_cons_Test_Dl09_500	rho	0	100
FTwi14_train_cons_Test_Twi14_2000	Kr	45	55
FTwi14_train_cons_Test_Dl15_500	hb	0	100
FTwi14_train_cons_Test_Dl15_2000	sna	50.6666666667	49.3333333333
FTwi14_train_cons_Test_Zld_500	Kr	0	100
FTwi14_train_cons_Test_Twi14_500	sna	0	100
FTwi14_train_cons_Test_Zld_1500	sog	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Dl09_500	Kr	0	100
FTwi14_train_cons_Test_Dl09_1000	brk	0	100
FTwi14_train_cons_Test_Dl15_1500	sna	25.3333333333	74.6666666667
FTwi14_train_cons_Test_Zld_1500	brk	29.1666666667	70.8333333333
FTwi14_train_cons_Test_Zld_1500	eve	0	100
FTwi14_train_cons_Test_Dl15_500	rho	0	100
FTwi14_train_cons_Test_Zld_1000	eve	0	100
FTwi14_train_cons_Test_Twi14_2000	hb	32.5	67.5
FTwi14_train_cons_Test_Dl15_500	eve	0	100
FTwi14_train_cons_Test_Dl09_1000	Kni	0	100
FTwi14_train_cons_Test_Twi14_1500	rho	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Dl09_1000	sog	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Dl15_2000	eve	50	50
FTwi14_train_cons_Test_Dl15_2000	hb	50	50
FTwi14_train_cons_Test_Zld_1000	brk	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Dl15_1500	eve	75	25
FTwi14_train_cons_Test_Twi14_2000	sna	40.3333333333	59.6666666667
FTwi14_train_cons_Test_Zld_500	eve	0	100
FTwi14_train_cons_Test_Zld_2000	sog	33.3333333333	66.6666666667
FTwi14_train_cons_Test_Dl09_2000	sna	31.6666666667	68.3333333333
FTwi14_train_cons_Test_Zld_1500	sna	40.6666666667	59.3333333333
FTwi14_train_cons_Test_Dl09_1500	Kni	0	100
FTwi14_train_cons_Test_Zld_500	hb	0	100
FTwi14_train_cons_Test_Zld_2000	brk	76.6666666667	23.3333333333
FTwi14_train_cons_Test_Dl15_2000	Kr	50	50
FTwi14_train_cons_Test_Dl15_500	sna	0	100
FTwi14_train_cons_Test_Dl15_1000	sna	0	100
FTwi14_train_cons_Test_Twi14_500	eve	0	100
FTwi14_train_cons_Test_Dl09_1000	sna	0	100
FTwi14_train_cons_Test_Zld_2000	hb	23.5	76.5
